Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,,,
09/04/2024,Bihar,Pune,Coimbatore Mandi,Maize,Premium,893,1243,1068,,,
08/09/2019,Punjab,Patna,Coimbatore Mandi,Soyabean,Faq,1814,2023,1855,,,
11/19/2022,Tamil Nadu,Mysuru,Lucknow Mandi,Tomato,Premium,822,938,910,,,
06/12/2019,Bihar,Jaipur,Patna Bazaar,Maize,Unknown,2968,3241,3124,,,
02/21/2019,Uttar Pradesh,Lucknow,APMC Pune,Maize,Grade A,1734,2153,2019,,,
04/04/2020,Tamil Nadu,Mysuru,Lucknow Mandi,Soyabean,Unknown,823,1582,1577,,,
01/01/2020,Karnataka,Mysuru,Lucknow Mandi,Wheat,Grade A,1644,1863,1750,,,
03/17/2022,Rajasthan,Jaipur,Patna Bazaar,Tomato,Standard,2349,2742,2545.5,,,
08/02/2022,Maharashtra,Jaipur,Mysuru Yard,Tomato,Standard,1638,2129,1898,,,
01/06/2023,West Bengal,Pune,Patna Bazaar,Rice,Grade A,1509,1868,1688.5,,,
10/04/2020,West Bengal,Patna,Lucknow Mandi,Wheat,Grade A,1163,1870,1509,,,
04/08/2024,Bihar,Mysuru,Jaipur Mandi,Onion,Grade A,2226,2473,2250,,,
11/11/2021,Punjab,Jaipur,Ludhiana Market,Potato,Grade A,2739,3511,2881,,,
02/13/2019,Punjab,Patna,APMC Pune,Maize,Grade A,2472,2626,2549,,,
06/03/2025,Bihar,Ludhiana,Coimbatore Mandi,Wheat,Grade A,929,1184,1134,,,
12/02/2023,Punjab,Coimbatore,APMC Pune,Onion,Premium,897,1223,941,,,
05/09/2023,Punjab,Patna,Lucknow Mandi,Potato,Local,1396,1538,1537,,,
07/17/2021,Maharashtra,Mysuru,APMC Pune,Soyabean,Grade A,1872,2578,2225,,,
06/09/2020,Maharashtra,Coimbatore,Jaipur Mandi,Soyabean,Local,2551,3327,2595,,,
02/05/2023,Punjab,Pune,Ludhiana Market,Onion,Premium,1448,2054,1751,,,
05/10/2022,Rajasthan,Mysuru,APMC Pune,Rice,Faq,1593,1766,1645,,,
10/01/2024,Punjab,Patna,Ludhiana Market,Onion,Faq,2646,2822,2790,,,
07/30/2018,Rajasthan,Lucknow,Mysuru Yard,Maize,Hybrid,1429,1598,1486,,,
10/25/2024,Uttar Pradesh,Coimbatore,Patna Bazaar,Cotton,Grade A,1044,1417,1230.5,,,
08/06/2025,Uttar Pradesh,Ludhiana,APMC Pune,Rice,Standard,1807,2247,2027,,,
08/18/2022,Tamil Nadu,Coimbatore,Ludhiana Market,Cotton,Faq,1382,2064,1777,,,
01/02/2023,Tamil Nadu,Mysuru,Patna Bazaar,Onion,Grade A,1479,1704,1591.5,,,
08/07/2019,Uttar Pradesh,Lucknow,Patna Bazaar,Rice,Faq,2583,2781,2682,,,
04/14/2021,Punjab,Pune,APMC Pune,Cotton,Grade A,1301,2023,1662,,,
01/25/2018,Punjab,Kolkata,Kolkata Market,Potato,Local,2440,2696,2568,,,
07/10/2018,Bihar,Pune,Jaipur Mandi,Maize,Grade A,1270,1849,1315,,,
01/06/2025,Uttar Pradesh,Ludhiana,Jaipur Mandi,Potato,Hybrid,1315,1763,1625,,,
04/12/2024,Karnataka,Mysuru,Patna Bazaar,Wheat,Faq,2767,3045,2906,,,
03/13/2021,Rajasthan,Patna,Mysuru Yard,Maize,Grade A,2740,3025,2853,,,
02/11/2023,Karnataka,Jaipur,Jaipur Mandi,Onion,Grade A,1411,1779,1595,,,
02/12/2024,Uttar Pradesh,Jaipur,Lucknow Mandi,Potato,Hybrid,1372,1501,1471,,,
04/03/2025,Tamil Nadu,Coimbatore,APMC Pune,Maize,Hybrid,2985,3209,2992,,,
06/11/2018,Bihar,Jaipur,Jaipur Mandi,Maize,Premium,1870,2380,1991,,,
01/02/2021,Bihar,Mysuru,Ludhiana Market,Onion,Grade A,1361,1632,1496.5,,,
05/10/2021,Uttar Pradesh,Kolkata,Mysuru Yard,Maize,Unknown,1234,1587,1410.5,,,
07/21/2023,Uttar Pradesh,Pune,Jaipur Mandi,Maize,Standard,2889,3601,3245,,,
12/05/2020,Uttar Pradesh,Kolkata,Lucknow Mandi,Onion,Faq,1270,1886,1427,,,
08/05/2025,West Bengal,Pune,Coimbatore Mandi,Maize,Standard,2482,3103,2798,,,
08/03/2018,Uttar Pradesh,Ludhiana,Jaipur Mandi,Tomato,Premium,2476,2609,2542.5,,,
09/08/2023,Maharashtra,Coimbatore,Kolkata Market,Cotton,Premium,971,1326,1148.5,,,
11/07/2018,Karnataka,Patna,Ludhiana Market,Rice,Local,1444,1675,1575,,,
03/14/2020,Karnataka,Pune,Lucknow Mandi,Cotton,Local,1523,1964,1743.5,,,
04/25/2024,Tamil Nadu,Coimbatore,Patna Bazaar,Onion,Local,2649,3078,2944,,,
02/01/2025,Karnataka,Coimbatore,Mysuru Yard,Onion,Faq,2285,2421,2358,,,
01/04/2024,Punjab,Lucknow,Coimbatore Mandi,Maize,Standard,2022,2326,2174,,,
05/05/2025,Tamil Nadu,Ludhiana,Mysuru Yard,Cotton,Premium,901,1496,1270,,,
05/08/2023,Maharashtra,Jaipur,Ludhiana Market,Wheat,Faq,1760,2006,1882,,,
04/21/2018,Punjab,Lucknow,Ludhiana Market,Maize,Faq,2122,2635,2446,,,
07/16/2020,Bihar,Jaipur,Jaipur Mandi,Rice,Unknown,819,1493,1080,,,
07/01/2022,Rajasthan,Coimbatore,APMC Pune,Maize,Unknown,1671,2084,1689,,,
12/10/2021,Tamil Nadu,Kolkata,Kolkata Market,Tomato,Unknown,2650,3274,3264,,,
01/01/2021,Rajasthan,Kolkata,APMC Pune,Maize,Local,1296,1951,1623.5,,,
09/18/2020,Tamil Nadu,Kolkata,Ludhiana Market,Wheat,Local,1598,2117,1906,,,
03/12/2024,Maharashtra,Mysuru,Coimbatore Mandi,Cotton,Premium,2566,3335,3261,,,
10/23/2019,West Bengal,Kolkata,Lucknow Mandi,Wheat,Grade A,2664,3010,2788,,,
12/01/2022,Uttar Pradesh,Mysuru,Kolkata Market,Potato,Unknown,2041,2220,2130.5,,,
07/07/2018,Uttar Pradesh,Jaipur,Mysuru Yard,Soyabean,Grade A,2098,2799,2490,,,
03/16/2023,Rajasthan,Jaipur,Lucknow Mandi,Maize,Local,2543,2860,2701.5,,,
12/10/2021,Maharashtra,Pune,Coimbatore Mandi,Cotton,Premium,2171,2501,2479,,,
07/10/2023,Maharashtra,Pune,Ludhiana Market,Potato,Grade A,1644,2228,1986,,,
04/05/2021,Bihar,Patna,APMC Pune,Maize,Unknown,2706,2870,2742,,,
06/02/2023,Punjab,Mysuru,APMC Pune,Soyabean,Faq,2904,3179,2950,,,
03/12/2021,Bihar,Jaipur,APMC Pune,Onion,Premium,2544,2854,2699,,,
02/03/2025,West Bengal,Ludhiana,Patna Bazaar,Onion,Local,1948,2544,2246,,,
03/10/2024,Tamil Nadu,Mysuru,Patna Bazaar,Maize,Unknown,2562,2932,2747,,,
11/01/2025,Uttar Pradesh,Kolkata,Patna Bazaar,Onion,Unknown,2996,3204,3100,,,
09/28/2020,West Bengal,Coimbatore,APMC Pune,Onion,Standard,1527,2258,1798,,,
03/06/2026,Punjab,Ludhiana,Mysuru Yard,Cotton,Local,2946,3138,3087,,,
05/07/2025,Tamil Nadu,Kolkata,APMC Pune,Potato,Grade A,1514,1913,1817,,,
11/18/2019,Karnataka,Jaipur,Ludhiana Market,Tomato,Faq,868,1090,979,,,
05/05/2020,Rajasthan,Jaipur,APMC Pune,Maize,Grade A,1353,1660,1412,,,
05/06/2020,Bihar,Ludhiana,APMC Pune,Tomato,Premium,2816,3593,2879,,,
03/02/2024,Tamil Nadu,Patna,Lucknow Mandi,Tomato,Hybrid,1170,1729,1181,,,
09/01/2019,Tamil Nadu,Pune,Lucknow Mandi,Potato,Local,1774,2368,1936,,,
11/02/2023,Uttar Pradesh,Ludhiana,Jaipur Mandi,Rice,Unknown,1983,2549,2066,,,
09/03/2024,Rajasthan,Ludhiana,Ludhiana Market,Wheat,Grade A,1518,1994,1756,,,
01/04/2019,Bihar,Lucknow,APMC Pune,Rice,Grade A,1393,1797,1394,,,
03/10/2020,Punjab,Coimbatore,APMC Pune,Maize,Premium,1532,2053,1670,,,
12/05/2024,Maharashtra,Coimbatore,Mysuru Yard,Cotton,Grade A,1876,2644,2508,,,
06/07/2018,Bihar,Jaipur,Jaipur Mandi,Cotton,Local,2629,3245,3172,,,
02/06/2023,West Bengal,Ludhiana,Lucknow Mandi,Onion,Faq,1388,1860,1624,,,
05/24/2018,Punjab,Lucknow,Coimbatore Mandi,Maize,Hybrid,936,1224,1080,,,
03/01/2022,Tamil Nadu,Coimbatore,Ludhiana Market,Wheat,Grade A,2822,3302,3062,,,
01/07/2025,Punjab,Mysuru,Ludhiana Market,Rice,Grade A,1437,2028,1566,,,
01/05/2018,Rajasthan,Coimbatore,Lucknow Mandi,Cotton,Premium,2671,3195,3123,,,
10/07/2020,Bihar,Mysuru,Patna Bazaar,Rice,Grade A,1551,1797,1736,,,
12/09/2020,Rajasthan,Jaipur,Lucknow Mandi,Cotton,Local,2981,3647,3276,,,
01/04/2023,Karnataka,Pune,Coimbatore Mandi,Tomato,Hybrid,2329,2611,2470,,,
11/12/2023,Karnataka,Kolkata,Patna Bazaar,Tomato,Hybrid,1204,1762,1501,,,
01/06/2023,Karnataka,Jaipur,Ludhiana Market,Cotton,Standard,952,1164,1139,,,
05/17/2018,Karnataka,Mysuru,Kolkata Market,Soyabean,Local,2454,3236,2845,,,
02/04/2023,West Bengal,Mysuru,Jaipur Mandi,Potato,Grade A,2105,2498,2278,,,
06/05/2023,Tamil Nadu,Kolkata,Lucknow Mandi,Potato,Unknown,1069,1256,1201,,,
07/22/2022,West Bengal,Jaipur,Ludhiana Market,Wheat,Grade A,867,1397,1147,,,
12/09/2022,Karnataka,Lucknow,Kolkata Market,Potato,Standard,1695,1926,1841,,,
02/06/2020,Tamil Nadu,Ludhiana,Jaipur Mandi,Rice,Unknown,1439,1719,1564,,,
06/02/2020,Karnataka,Mysuru,Mysuru Yard,Cotton,Grade A,2727,3480,3416,,,
08/12/2021,Rajasthan,Jaipur,Patna Bazaar,Tomato,Premium,1642,1921,1839,,,
03/04/2022,Bihar,Mysuru,Lucknow Mandi,Maize,Local,2967,3169,3068,,,
05/10/2024,Punjab,Mysuru,Ludhiana Market,Soyabean,Premium,2832,3087,3012,,,
11/10/2023,Uttar Pradesh,Mysuru,Jaipur Mandi,Potato,Premium,935,1433,1184,,,
07/06/2021,Rajasthan,Lucknow,Kolkata Market,Soyabean,Unknown,938,1547,1071,,,
01/01/2023,Tamil Nadu,Patna,Patna Bazaar,Onion,Grade A,2597,3307,3130,,,
06/10/2025,Tamil Nadu,Ludhiana,Mysuru Yard,Wheat,Grade A,1483,1912,1723,,,
12/04/2019,Tamil Nadu,Lucknow,Kolkata Market,Wheat,Grade A,2919,3187,3053,,,
03/08/2024,Karnataka,Patna,Ludhiana Market,Maize,Standard,932,1716,1297,,,
05/08/2026,West Bengal,Coimbatore,APMC Pune,Wheat,Faq,2589,3096,2765,,,
08/11/2024,Karnataka,Mysuru,Kolkata Market,Potato,Grade A,1124,1565,1323,,,
11/01/2020,Tamil Nadu,Patna,Coimbatore Mandi,Potato,Faq,2862,3400,3131,,,
05/01/2020,Karnataka,Kolkata,Mysuru Yard,Potato,Grade A,2888,3025,2964,,,
03/07/2021,Uttar Pradesh,Mysuru,APMC Pune,Rice,Hybrid,2722,2972,2899,,,
10/25/2018,Maharashtra,Patna,Patna Bazaar,Onion,Hybrid,1477,1945,1534,,,
07/05/2026,Maharashtra,Pune,APMC Pune,Potato,Hybrid,1382,1717,1564,,,
06/09/2019,Tamil Nadu,Jaipur,Kolkata Market,Potato,Grade A,1315,1620,1344,,,
05/12/2023,Tamil Nadu,Patna,Lucknow Mandi,Tomato,Unknown,1365,2161,2086,,,
12/07/2020,Uttar Pradesh,Coimbatore,Kolkata Market,Onion,Grade A,1161,1672,1416.5,,,
09/03/2021,West Bengal,Mysuru,Ludhiana Market,Rice,Local,1564,1942,1608,,,
07/03/2025,Tamil Nadu,Mysuru,APMC Pune,Onion,Local,2603,3395,3276,,,
12/02/2020,Bihar,Patna,Kolkata Market,Tomato,Faq,2110,2303,2206.5,,,
05/05/2018,Bihar,Lucknow,Jaipur Mandi,Cotton,Premium,952,1392,1250,,,
08/02/2019,Maharashtra,Patna,Jaipur Mandi,Wheat,Grade A,2923,3451,3142,,,
08/07/2021,West Bengal,Jaipur,Jaipur Mandi,Wheat,Standard,980,1771,1286,,,
02/07/2021,Maharashtra,Coimbatore,Lucknow Mandi,Onion,Hybrid,1343,2029,1878,,,
01/02/2021,Uttar Pradesh,Mysuru,Coimbatore Mandi,Onion,Grade A,2931,3524,3227.5,,,
11/05/2022,Maharashtra,Pune,Ludhiana Market,Rice,Unknown,1182,1448,1202,,,
12/03/2022,Tamil Nadu,Mysuru,Mysuru Yard,Soyabean,Grade A,1430,1792,1789,,,
05/31/2018,Tamil Nadu,Mysuru,Lucknow Mandi,Maize,Local,1036,1529,1282.5,,,
02/29/2020,Bihar,Coimbatore,Ludhiana Market,Rice,Grade A,2849,3371,2972,,,
06/01/2020,Karnataka,Coimbatore,Ludhiana Market,Onion,Local,1925,2569,2002,,,
03/20/2019,Maharashtra,Jaipur,Kolkata Market,Tomato,Grade A,1251,1979,1615,,,
09/12/2019,Bihar,Kolkata,Patna Bazaar,Cotton,Hybrid,2997,3476,3236.5,,,
06/17/2020,Bihar,Lucknow,Ludhiana Market,Wheat,Grade A,1057,1193,1095,,,
07/03/2020,Tamil Nadu,Ludhiana,Kolkata Market,Tomato,Standard,2046,2240,2143,,,
07/03/2024,West Bengal,Patna,Lucknow Mandi,Cotton,Faq,1450,2080,1765,,,
03/03/2025,Maharashtra,Patna,Jaipur Mandi,Cotton,Grade A,1187,1828,1435,,,
04/10/2020,Bihar,Coimbatore,Coimbatore Mandi,Maize,Local,1012,1654,1333,,,
05/11/2024,Rajasthan,Coimbatore,APMC Pune,Rice,Premium,2130,2325,2250,,,
09/09/2024,Punjab,Kolkata,Ludhiana Market,Potato,Local,2653,2940,2876,,,
10/12/2022,Uttar Pradesh,Mysuru,Ludhiana Market,Tomato,Local,1775,2220,2123,,,
10/26/2019,Uttar Pradesh,Lucknow,APMC Pune,Cotton,Unknown,1816,2443,2201,,,
01/11/2021,Punjab,Ludhiana,Lucknow Mandi,Maize,Grade A,2639,3435,3097,,,
05/12/2019,Tamil Nadu,Kolkata,Kolkata Market,Tomato,Standard,1147,1673,1410,,,
03/03/2022,Karnataka,Mysuru,Lucknow Mandi,Onion,Premium,2122,2862,2480,,,
06/05/2021,Punjab,Coimbatore,APMC Pune,Onion,Faq,2055,2580,2209,,,
10/01/2024,West Bengal,Patna,Ludhiana Market,Cotton,Premium,2975,3361,3180,,,
07/14/2024,Rajasthan,Kolkata,Coimbatore Mandi,Cotton,Standard,1251,1873,1562,,,
12/07/2023,Punjab,Coimbatore,Ludhiana Market,Onion,Grade A,1688,2142,1915,,,
08/01/2023,Uttar Pradesh,Mysuru,Coimbatore Mandi,Soyabean,Premium,2636,3114,2647,,,
10/04/2019,West Bengal,Pune,Coimbatore Mandi,Onion,Unknown,1777,1968,1858,,,
01/06/2023,Punjab,Kolkata,Ludhiana Market,Soyabean,Faq,2201,2558,2376,,,
05/02/2022,West Bengal,Mysuru,Kolkata Market,Potato,Unknown,1676,1990,1678,,,
03/13/2019,Tamil Nadu,Kolkata,Mysuru Yard,Tomato,Faq,1138,1449,1293.5,,,
03/12/2023,Karnataka,Ludhiana,Patna Bazaar,Rice,Hybrid,1944,2395,2324,,,
09/06/2023,Karnataka,Pune,Patna Bazaar,Rice,Standard,1459,2183,1567,,,
10/11/2023,Tamil Nadu,Jaipur,Mysuru Yard,Potato,Grade A,2372,2638,2505,,,
04/03/2019,West Bengal,Lucknow,Ludhiana Market,Maize,Faq,2067,2424,2164,,,
05/05/2020,Rajasthan,Ludhiana,APMC Pune,Rice,Standard,2335,2574,2494,,,
07/05/2023,Bihar,Mysuru,Lucknow Mandi,Soyabean,Standard,1792,2425,2148,,,
08/06/2021,Rajasthan,Jaipur,Mysuru Yard,Tomato,Grade A,2172,2748,2692,,,
03/05/2024,West Bengal,Patna,Lucknow Mandi,Onion,Grade A,845,1204,1111,,,
04/09/2024,Tamil Nadu,Jaipur,APMC Pune,Potato,Premium,1546,1928,1737,,,
09/11/2021,Uttar Pradesh,Jaipur,Jaipur Mandi,Wheat,Unknown,1574,1948,1636,,,
11/02/2019,Tamil Nadu,Mysuru,Mysuru Yard,Maize,Unknown,817,1465,1141,,,
10/12/2021,Tamil Nadu,Pune,Jaipur Mandi,Rice,Unknown,1739,2330,1864,,,
07/08/2025,Tamil Nadu,Mysuru,Jaipur Mandi,Tomato,Grade A,1567,1871,1719,,,
08/11/2019,Karnataka,Coimbatore,Kolkata Market,Cotton,Hybrid,1553,1805,1665,,,
04/07/2020,Karnataka,Ludhiana,Mysuru Yard,Tomato,Local,1859,2065,1962,,,
11/11/2023,Maharashtra,Lucknow,Jaipur Mandi,Rice,Local,2106,2718,2292,,,
11/21/2019,Tamil Nadu,Mysuru,APMC Pune,Potato,Standard,2875,3335,2965,,,
04/29/2018,Bihar,Coimbatore,Coimbatore Mandi,Maize,Unknown,2469,2660,2564.5,,,
01/08/2021,Maharashtra,Jaipur,Jaipur Mandi,Cotton,Grade A,2963,3521,3059,,,
01/02/2020,Tamil Nadu,Coimbatore,Lucknow Mandi,Soyabean,Hybrid,1521,1677,1587,,,
08/05/2021,West Bengal,Pune,APMC Pune,Maize,Faq,1942,2721,2331.5,,,
10/01/2023,Karnataka,Coimbatore,Coimbatore Mandi,Tomato,Local,1316,2036,1676,,,
07/04/2018,Karnataka,Coimbatore,APMC Pune,Rice,Grade A,2039,2828,2433.5,,,
07/08/2022,Maharashtra,Lucknow,Lucknow Mandi,Tomato,Grade A,2633,2961,2844,,,
03/12/2019,Punjab,Pune,Ludhiana Market,Potato,Premium,967,1714,1246,,,
01/06/2019,Rajasthan,Patna,Jaipur Mandi,Onion,Grade A,2517,2681,2587,,,
01/17/2018,Karnataka,Ludhiana,Jaipur Mandi,Onion,Unknown,1388,1878,1633,,,
01/08/2026,West Bengal,Mysuru,Ludhiana Market,Cotton,Grade A,2506,3024,2998,,,
11/05/2025,Maharashtra,Coimbatore,Patna Bazaar,Rice,Standard,2106,2651,2329,,,
01/01/2026,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Unknown,2684,3368,3026,,,
12/13/2023,West Bengal,Patna,Coimbatore Mandi,Potato,Faq,2748,3540,3144,,,
02/09/2019,Uttar Pradesh,Jaipur,Jaipur Mandi,Potato,Standard,2316,2650,2483,,,
01/15/2024,West Bengal,Kolkata,Jaipur Mandi,Cotton,Premium,1869,2445,2124,,,
03/12/2020,Tamil Nadu,Pune,Ludhiana Market,Maize,Unknown,1138,1612,1396,,,
03/09/2023,Rajasthan,Ludhiana,APMC Pune,Maize,Hybrid,1468,1610,1574,,,
08/28/2018,Karnataka,Jaipur,Ludhiana Market,Wheat,Grade A,2251,2918,2740,,,
12/12/2022,Bihar,Pune,Mysuru Yard,Tomato,Standard,1221,1927,1924,,,
01/21/2022,Bihar,Patna,Kolkata Market,Soyabean,Grade A,2357,3143,2862,,,
06/05/2021,Rajasthan,Jaipur,Mysuru Yard,Tomato,Unknown,1913,2097,1997,,,
07/05/2020,Uttar Pradesh,Pune,Lucknow Mandi,Maize,Grade A,1261,1638,1275,,,
11/03/2025,West Bengal,Kolkata,Kolkata Market,Tomato,Standard,1002,1683,1394,,,
05/08/2023,Rajasthan,Ludhiana,Ludhiana Market,Onion,Premium,1197,1478,1337.5,,,
05/07/2024,West Bengal,Pune,Ludhiana Market,Wheat,Local,1035,1650,1372,,,
09/19/2018,West Bengal,Mysuru,Lucknow Mandi,Wheat,Grade A,2455,2563,2494,,,
12/06/2024,Rajasthan,Kolkata,Lucknow Mandi,Onion,Unknown,862,1153,924,,,
10/31/2023,Tamil Nadu,Pune,Lucknow Mandi,Onion,Grade A,970,1147,1120,,,
12/14/2022,Maharashtra,Lucknow,Patna Bazaar,Potato,Unknown,1349,1837,1593,,,
01/24/2021,Karnataka,Jaipur,Coimbatore Mandi,Wheat,Grade A,2836,3336,2915,,,
04/02/2021,West Bengal,Patna,Lucknow Mandi,Maize,Standard,1675,1981,1828,,,
01/02/2023,West Bengal,Patna,Ludhiana Market,Onion,Grade A,1009,1527,1268,,,
07/02/2020,Tamil Nadu,Jaipur,Mysuru Yard,Soyabean,Premium,2007,2485,2246,,,
08/06/2022,Uttar Pradesh,Jaipur,Patna Bazaar,Wheat,Unknown,1205,1691,1276,,,
02/15/2024,Punjab,Kolkata,Lucknow Mandi,Soyabean,Premium,934,1460,1174,,,
02/01/2022,Bihar,Lucknow,Coimbatore Mandi,Maize,Grade A,2646,2959,2770,,,
01/11/2023,Karnataka,Coimbatore,APMC Pune,Onion,Hybrid,1154,1503,1209,,,
04/06/2019,Uttar Pradesh,Kolkata,Kolkata Market,Soyabean,Local,1260,1593,1574,,,
07/07/2022,Bihar,Coimbatore,Kolkata Market,Wheat,Local,2358,2858,2608,,,
11/27/2018,Maharashtra,Ludhiana,Mysuru Yard,Potato,Premium,2688,3068,2878,,,
12/11/2022,Rajasthan,Pune,Patna Bazaar,Rice,Standard,2002,2335,2218,,,
01/08/2020,Rajasthan,Mysuru,Lucknow Mandi,Potato,Unknown,2889,3503,3196,,,
06/02/2020,Bihar,Jaipur,Coimbatore Mandi,Maize,Standard,1697,2348,2022.5,,,
03/10/2019,Maharashtra,Coimbatore,Ludhiana Market,Cotton,Standard,2897,3233,3065,,,
06/29/2018,Rajasthan,Lucknow,Kolkata Market,Maize,Grade A,895,1087,1038,,,
05/08/2019,Punjab,Patna,Jaipur Mandi,Soyabean,Hybrid,838,1243,1160,,,
01/02/2019,Maharashtra,Jaipur,APMC Pune,Soyabean,Unknown,2443,3138,2955,,,
08/27/2023,Tamil Nadu,Pune,Kolkata Market,Onion,Premium,1500,1688,1594,,,
06/05/2023,West Bengal,Mysuru,Patna Bazaar,Cotton,Unknown,1703,2397,2282,,,
04/10/2019,Punjab,Patna,APMC Pune,Potato,Hybrid,2539,2862,2754,,,
09/07/2020,Maharashtra,Lucknow,Kolkata Market,Rice,Unknown,1310,1630,1593,,,
04/09/2024,Karnataka,Lucknow,Ludhiana Market,Maize,Local,898,1141,980,,,
02/01/2022,Punjab,Kolkata,APMC Pune,Onion,Premium,2293,3036,2526,,,
06/05/2018,Uttar Pradesh,Kolkata,Patna Bazaar,Potato,Premium,878,1176,1043,,,
03/05/2023,Tamil Nadu,Mysuru,Kolkata Market,Potato,Standard,1631,2215,1806,,,
01/05/2024,West Bengal,Kolkata,Ludhiana Market,Maize,Standard,1574,1781,1717,,,
01/03/2020,Punjab,Mysuru,Ludhiana Market,Potato,Faq,2652,3238,3221,,,
01/01/2025,Karnataka,Kolkata,APMC Pune,Rice,Grade A,2346,2689,2439,,,
02/10/2021,Rajasthan,Kolkata,APMC Pune,Soyabean,Faq,1867,2454,2423,,,
09/09/2019,Maharashtra,Patna,Kolkata Market,Potato,Unknown,2462,2687,2574.5,,,
12/04/2024,Karnataka,Kolkata,Patna Bazaar,Onion,Hybrid,1052,1566,1513,,,
06/09/2018,Bihar,Coimbatore,Lucknow Mandi,Onion,Hybrid,2719,2834,2776.5,,,
06/05/2021,Punjab,Pune,Coimbatore Mandi,Potato,Local,1565,1765,1685,,,
07/06/2024,Tamil Nadu,Jaipur,Ludhiana Market,Maize,Grade A,2571,3267,3128,,,
03/30/2022,Tamil Nadu,Pune,Jaipur Mandi,Wheat,Local,2527,2677,2602,,,
09/10/2020,Rajasthan,Coimbatore,Patna Bazaar,Potato,Unknown,2208,2712,2645,,,
04/06/2022,Punjab,Ludhiana,Patna Bazaar,Soyabean,Standard,1732,2283,2007.5,,,
12/04/2021,West Bengal,Lucknow,Lucknow Mandi,Maize,Grade A,2814,3478,2942,,,
08/09/2024,Punjab,Ludhiana,Kolkata Market,Soyabean,Hybrid,2770,3210,2990,,,
01/01/2023,Tamil Nadu,Jaipur,Jaipur Mandi,Rice,Grade A,2620,3107,2863.5,,,
04/04/2020,Uttar Pradesh,Lucknow,Patna Bazaar,Tomato,Local,2090,2748,2419,,,
08/12/2022,Bihar,Kolkata,APMC Pune,Tomato,Faq,952,1341,1120,,,
06/10/2022,Maharashtra,Ludhiana,Kolkata Market,Maize,Grade A,1330,2075,2033,,,
03/04/2020,Maharashtra,Patna,Mysuru Yard,Rice,Unknown,2836,2967,2901.5,,,
11/05/2025,Maharashtra,Kolkata,Kolkata Market,Wheat,Hybrid,1604,2030,1817,,,
11/26/2020,Rajasthan,Mysuru,Lucknow Mandi,Tomato,Hybrid,2318,2826,2572,,,
12/23/2018,Uttar Pradesh,Coimbatore,Kolkata Market,Tomato,Local,2282,2823,2552.5,,,
04/24/2023,Uttar Pradesh,Mysuru,Kolkata Market,Maize,Unknown,2414,3195,3060,,,
06/09/2020,Bihar,Jaipur,Patna Bazaar,Rice,Grade A,1522,2218,2143,,,
04/08/2020,Uttar Pradesh,Pune,Kolkata Market,Soyabean,Faq,2683,3032,2996,,,
08/28/2020,West Bengal,Patna,Kolkata Market,Soyabean,Local,2590,3251,2724,,,
03/11/2023,Uttar Pradesh,Patna,APMC Pune,Potato,Premium,2304,3084,3032,,,
06/06/2018,Uttar Pradesh,Ludhiana,Kolkata Market,Soyabean,Local,1626,1929,1908,,,
05/10/2022,Karnataka,Jaipur,APMC Pune,Rice,Grade A,2783,3571,3129,,,
10/10/2023,Uttar Pradesh,Jaipur,Coimbatore Mandi,Rice,Standard,2118,2346,2243,,,
06/07/2022,Maharashtra,Mysuru,Ludhiana Market,Maize,Grade A,2165,2528,2390,,,
07/17/2021,Bihar,Patna,Jaipur Mandi,Rice,Standard,2541,3227,2677,,,
01/25/2024,Rajasthan,Ludhiana,Coimbatore Mandi,Soyabean,Premium,2381,2808,2594.5,,,
05/01/2025,Bihar,Patna,APMC Pune,Cotton,Faq,1086,1221,1153.5,,,
08/11/2022,West Bengal,Lucknow,Ludhiana Market,Cotton,Local,2189,2361,2246,,,
06/09/2020,Bihar,Kolkata,APMC Pune,Wheat,Grade A,1277,1696,1687,,,
07/10/2018,Tamil Nadu,Ludhiana,Mysuru Yard,Tomato,Grade A,1253,1791,1313,,,
03/11/2023,Bihar,Pune,Mysuru Yard,Maize,Hybrid,2634,3131,3014,,,
11/22/2019,Tamil Nadu,Mysuru,Ludhiana Market,Wheat,Faq,1643,1828,1735.5,,,
04/27/2021,Rajasthan,Coimbatore,Coimbatore Mandi,Potato,Grade A,1735,2452,2434,,,
05/10/2022,Tamil Nadu,Patna,Jaipur Mandi,Rice,Grade A,2427,2825,2576,,,
01/03/2024,Karnataka,Ludhiana,Kolkata Market,Soyabean,Faq,2774,3193,2983.5,,,
05/02/2020,Uttar Pradesh,Lucknow,Kolkata Market,Rice,Grade A,1107,1334,1124,,,
05/12/2018,Rajasthan,Kolkata,Lucknow Mandi,Maize,Standard,2407,2855,2511,,,
01/09/2022,Tamil Nadu,Pune,Kolkata Market,Wheat,Grade A,1948,2738,2436,,,
03/08/2025,West Bengal,Patna,APMC Pune,Onion,Grade A,1531,1914,1722.5,,,
05/03/2025,Uttar Pradesh,Ludhiana,Mysuru Yard,Potato,Premium,1993,2094,2043.5,,,
11/30/2018,Karnataka,Lucknow,Mysuru Yard,Soyabean,Local,2048,2504,2492,,,
09/07/2024,Uttar Pradesh,Lucknow,Patna Bazaar,Cotton,Unknown,2425,2905,2665,,,
