Arrival_Date,State,District,Market,Commodity,Variety,Min_Price, Max_Price,Modal_Price,Year,Month,Month_Name,Season,Price_Spread,Price_Position_Index,Profit_Opportunity_Indicator,National_Commodity_Average,Relative_Market_Advantage
11/10/2019,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Standard,2673.00,2832.00,2828.00,2019,11,November,Rabi,159.00,0.97,Normal,2364.839335,463.16
4/9/2024,Karnataka,Mysuru,Mysuru Yard,Wheat,Faq,2454.00,2762.00,2546.00,2024,4,April,Summer,308.00,0.3,Normal,2364.839335,181.16
9/1/2024,Bihar,Patna,Patna Bazaar,Tomato,Hybrid,1699.00,2779.00,1961.00,2024,9,September,Kharif,1080.00,0.24,Normal,2353.777929,-392.78
12/2/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Local,3833.00,3964.00,3844.00,2021,12,December,Rabi,131.00,0.08,High,4476.642473,-632.64
8/5/2020,Maharashtra,Pune,APMC Pune,Wheat,Standard,2611.00,3159.00,2933.00,2020,8,August,Kharif,548.00,0.59,Normal,2364.839335,568.16
7/2/2019,Maharashtra,Pune,APMC Pune,Wheat,Hybrid,1605.00,2112.00,2091.00,2019,7,July,Kharif,507.00,0.96,Normal,2364.839335,-273.84
5/11/2019,Maharashtra,Pune,APMC Pune,Rice,Grade A,3126.00,3885.00,3506.00,2019,5,May,Summer,759.00,0.5,High,3493.108757,12.89
6/4/2025,Maharashtra,Pune,APMC Pune,Cotton,Premium,4611.00,4860.00,4736.00,2025,6,June,Kharif,249.00,0.5,High,5789.811921,-1053.81
8/8/2023,Bihar,Patna,Patna Bazaar,Maize,Faq,2213.00,2731.00,2618.00,2023,8,August,Kharif,518.00,0.78,Normal,1970.373775,647.63
9/20/2018,Punjab,Ludhiana,Ludhiana Market,Rice,Hybrid,4161.00,4546.00,4508.00,2018,9,September,Kharif,385.00,0.9,High,3493.108757,1014.89
10/2/2024,Karnataka,Mysuru,Mysuru Yard,Maize,Grade A,2051.00,2422.00,2237.00,2024,10,October,Rabi,371.00,0.5,Normal,1970.373775,266.63
5/4/2023,Punjab,Ludhiana,Ludhiana Market,Soyabean,Grade A,5423.00,6155.00,6144.00,2023,5,May,Summer,732.00,0.98,High,4476.642473,1667.36
4/20/2021,West Bengal,Kolkata,Kolkata Market,Rice,Faq,3975.00,4493.00,4093.00,2021,4,April,Summer,518.00,0.23,High,3493.108757,599.89
12/5/2021,Karnataka,Mysuru,Mysuru Yard,Maize,Local,1562.00,1744.00,1653.00,2021,12,December,Rabi,182.00,0.5,Normal,1970.373775,-317.37
4/4/2021,Bihar,Patna,Patna Bazaar,Maize,Grade A,2293.00,2589.00,2477.00,2021,4,April,Summer,296.00,0.62,Normal,1970.373775,506.63
4/11/2024,Karnataka,Mysuru,Mysuru Yard,Rice,Unknown,2411.00,3315.00,2454.00,2024,4,April,Summer,904.00,0.05,Normal,3493.108757,-1039.11
10/5/2024,Punjab,Ludhiana,Ludhiana Market,Soyabean,Premium,4657.00,5089.00,4873.00,2024,10,October,Rabi,432.00,0.5,High,4476.642473,396.36
2/2/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Hybrid,1338.00,1497.00,1418.00,2019,2,February,Summer,159.00,0.5,Normal,1970.373775,-552.37
3/22/2021,Maharashtra,Pune,APMC Pune,Wheat,Premium,2357.00,2730.00,2656.00,2021,3,March,Summer,373.00,0.8,Normal,2364.839335,291.16
5/12/2025,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Local,6285.00,6775.00,6530.00,2025,5,May,Summer,490.00,0.5,High,5789.811921,740.19
8/17/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Unknown,1669.00,1835.00,1752.00,2020,8,August,Kharif,166.00,0.5,Normal,1970.373775,-218.37
2/6/2024,Rajasthan,Jaipur,Jaipur Mandi,Maize,Local,1329.00,1547.00,1469.00,2024,2,February,Summer,218.00,0.64,Normal,1970.373775,-501.37
11/11/2019,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Standard,1711.00,1892.00,1802.00,2019,11,November,Rabi,181.00,0.5,Normal,1970.373775,-168.37
2/10/2023,West Bengal,Kolkata,Kolkata Market,Tomato,Standard,1352.00,2042.00,1697.00,2023,2,February,Summer,690.00,0.5,Normal,2353.777929,-656.78
11/8/2023,Bihar,Patna,Patna Bazaar,Cotton,Grade A,5134.00,5703.00,5390.00,2023,11,November,Rabi,569.00,0.45,High,5789.811921,-399.81
2/6/2019,Maharashtra,Pune,APMC Pune,Tomato,Faq,2305.00,3135.00,2720.00,2019,2,February,Summer,830.00,0.5,Normal,2353.777929,366.22
7/2/2019,Maharashtra,Pune,APMC Pune,Wheat,Premium,2208.00,2493.00,2351.00,2019,7,July,Kharif,285.00,0.5,Normal,2364.839335,-13.84
3/2/2024,Bihar,Patna,Patna Bazaar,Wheat,Local,1664.00,2213.00,1848.00,2024,3,March,Summer,549.00,0.34,Normal,2364.839335,-516.84
4/30/2019,Bihar,Patna,Patna Bazaar,Cotton,Grade A,6607.00,7463.00,6695.00,2019,4,April,Summer,856.00,0.1,High,5789.811921,905.19
2/20/2024,Bihar,Patna,Patna Bazaar,Maize,Grade A,1422.00,1548.00,1485.00,2024,2,February,Summer,126.00,0.5,Normal,1970.373775,-485.37
1/2/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Standard,3174.00,3832.00,3345.00,2019,1,January,Rabi,658.00,0.26,High,3493.108757,-148.11
7/1/2025,Maharashtra,Pune,APMC Pune,Rice,Unknown,4011.00,4840.00,4426.00,2025,7,July,Kharif,829.00,0.5,High,3493.108757,932.89
2/6/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Faq,1754.00,2244.00,2197.00,2024,2,February,Summer,490.00,0.9,Normal,1290.850866,906.15
12/8/2024,Punjab,Ludhiana,Ludhiana Market,Rice,Standard,2196.00,2939.00,2568.00,2024,12,December,Rabi,743.00,0.5,Normal,3493.108757,-925.11
3/7/2025,Bihar,Patna,Patna Bazaar,Soyabean,Unknown,5370.00,5494.00,5485.00,2025,3,March,Summer,124.00,0.93,High,4476.642473,1008.36
4/7/2026,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Premium,2434.00,3526.00,3396.00,2026,4,April,Summer,1092.00,0.88,High,2967.977922,428.02
5/17/2022,Karnataka,Mysuru,Mysuru Yard,Cotton,Standard,4265.00,4394.00,4324.00,2022,5,May,Summer,129.00,0.46,High,5789.811921,-1465.81
7/6/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Grade A,2959.00,3384.00,3342.00,2023,7,July,Kharif,425.00,0.9,High,2353.777929,988.22
12/3/2022,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Local,4400.00,4665.00,4533.00,2022,12,December,Rabi,265.00,0.5,High,4476.642473,56.36
8/4/2020,Maharashtra,Pune,APMC Pune,Potato,Local,1108.00,1342.00,1205.00,2020,8,August,Kharif,234.00,0.41,Normal,1290.850866,-85.85
2/1/2022,Maharashtra,Pune,APMC Pune,Soyabean,Hybrid,5452.00,6270.00,5861.00,2022,2,February,Summer,818.00,0.5,High,4476.642473,1384.36
7/10/2024,West Bengal,Kolkata,Kolkata Market,Soyabean,Faq,3904.00,4751.00,4328.00,2024,7,July,Kharif,847.00,0.5,High,4476.642473,-148.64
6/17/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Grade A,2923.00,4070.00,3186.00,2020,6,June,Kharif,1147.00,0.23,High,2967.977922,218.02
12/20/2019,West Bengal,Kolkata,Kolkata Market,Wheat,Premium,2225.00,2459.00,2388.00,2019,12,December,Rabi,234.00,0.7,Normal,2364.839335,23.16
10/4/2019,Maharashtra,Pune,APMC Pune,Rice,Premium,3939.00,4399.00,3980.00,2019,10,October,Rabi,460.00,0.09,High,3493.108757,486.89
5/5/2018,Rajasthan,Jaipur,Jaipur Mandi,Onion,Standard,1475.00,2313.00,1894.00,2018,5,May,Summer,838.00,0.5,Normal,2967.977922,-1073.98
7/5/2026,Rajasthan,Jaipur,Jaipur Mandi,Onion,Local,2726.00,2845.00,2804.00,2026,7,July,Kharif,119.00,0.66,Normal,2967.977922,-163.98
1/5/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Faq,4618.00,4741.00,4680.00,2021,1,January,Rabi,123.00,0.5,High,4476.642473,203.36
5/9/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Grade A,2121.00,2600.00,2543.00,2023,5,May,Summer,479.00,0.88,Normal,1970.373775,572.63
2/6/2019,Rajasthan,Jaipur,Jaipur Mandi,Onion,Hybrid,1008.00,1668.00,1103.00,2019,2,February,Summer,660.00,0.14,Normal,2967.977922,-1864.98
8/11/2021,Maharashtra,Pune,APMC Pune,Tomato,Local,3283.00,3617.00,3530.00,2021,8,August,Kharif,334.00,0.74,High,2353.777929,1176.22
10/10/2021,Maharashtra,Pune,APMC Pune,Maize,Grade A,1490.00,1756.00,1611.00,2021,10,October,Rabi,266.00,0.45,Normal,1970.373775,-359.37
4/11/2023,Bihar,Patna,Patna Bazaar,Wheat,Hybrid,2609.00,3054.00,2681.00,2023,4,April,Summer,445.00,0.16,Normal,2364.839335,316.16
7/12/2019,Maharashtra,Pune,APMC Pune,Soyabean,Grade A,4714.00,5488.00,5288.00,2019,7,July,Kharif,774.00,0.74,High,4476.642473,811.36
5/30/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Local,1085.00,1582.00,1549.00,2024,5,May,Summer,497.00,0.93,Normal,1290.850866,258.15
1/3/2020,Maharashtra,Pune,APMC Pune,Wheat,Grade A,2197.00,2688.00,2427.00,2020,1,January,Rabi,491.00,0.47,Normal,2364.839335,62.16
4/4/2023,West Bengal,Kolkata,Kolkata Market,Soyabean,Local,3195.00,3438.00,3217.00,2023,4,April,Summer,243.00,0.09,High,4476.642473,-1259.64
5/8/2025,Punjab,Ludhiana,Ludhiana Market,Soyabean,Grade A,5393.00,5940.00,5861.00,2025,5,May,Summer,547.00,0.86,High,4476.642473,1384.36
11/7/2023,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Faq,5562.00,6423.00,5884.00,2023,11,November,Rabi,861.00,0.37,High,5789.811921,94.19
2/4/2020,Bihar,Patna,Patna Bazaar,Tomato,Hybrid,738.00,881.00,814.00,2020,2,February,Summer,143.00,0.53,Normal,2353.777929,-1539.78
7/10/2018,Bihar,Patna,Patna Bazaar,Maize,Hybrid,1359.00,1855.00,1556.00,2018,7,July,Kharif,496.00,0.4,Normal,1970.373775,-414.37
8/16/2022,Uttar Pradesh,Lucknow,Lucknow Mandi,Cotton,Hybrid,6725.00,7414.00,6803.00,2022,8,August,Kharif,689.00,0.11,High,5789.811921,1013.19
6/1/2024,Bihar,Patna,Patna Bazaar,Cotton,Local,6579.00,7181.00,6880.00,2024,6,June,Kharif,602.00,0.5,High,5789.811921,1090.19
7/5/2021,Maharashtra,Pune,APMC Pune,Maize,Grade A,1251.00,1519.00,1337.00,2021,7,July,Kharif,268.00,0.32,Normal,1970.373775,-633.37
4/4/2021,Punjab,Ludhiana,Ludhiana Market,Rice,Standard,3379.00,3647.00,3393.00,2021,4,April,Summer,268.00,0.05,High,3493.108757,-100.11
5/7/2023,Bihar,Patna,Patna Bazaar,Tomato,Hybrid,1616.00,2227.00,1922.00,2023,5,May,Summer,611.00,0.5,Normal,2353.777929,-431.78
2/8/2020,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Local,2016.00,2456.00,2236.00,2020,2,February,Summer,440.00,0.5,Normal,2364.839335,-128.84
6/9/2025,Punjab,Ludhiana,Ludhiana Market,Rice,Unknown,2817.00,3221.00,3019.00,2025,6,June,Kharif,404.00,0.5,Normal,3493.108757,-474.11
8/2/2018,Maharashtra,Pune,APMC Pune,Potato,Faq,1577.00,1892.00,1735.00,2018,8,August,Kharif,315.00,0.5,Normal,1290.850866,444.15
3/12/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Hybrid,1719.00,1906.00,1836.00,2021,3,March,Summer,187.00,0.63,Normal,1970.373775,-134.37
6/1/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Rice,Standard,3343.00,3931.00,3637.00,2021,6,June,Kharif,588.00,0.5,High,3493.108757,143.89
3/5/2021,Maharashtra,Pune,APMC Pune,Maize,Local,1955.00,2194.00,2117.00,2021,3,March,Summer,239.00,0.68,Normal,1970.373775,146.63
11/6/2019,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Unknown,4045.00,4836.00,4441.00,2019,11,November,Rabi,791.00,0.5,High,4476.642473,-35.64
1/2/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Cotton,Unknown,5734.00,5992.00,5823.00,2024,1,January,Rabi,258.00,0.34,High,5789.811921,33.19
12/10/2023,Karnataka,Mysuru,Mysuru Yard,Potato,Premium,1656.00,1883.00,1770.00,2023,12,December,Rabi,227.00,0.5,Normal,1290.850866,479.15
6/6/2021,Punjab,Ludhiana,Ludhiana Market,Maize,Standard,1254.00,1570.00,1412.00,2021,6,June,Kharif,316.00,0.5,Normal,1970.373775,-558.37
6/16/2023,Maharashtra,Pune,APMC Pune,Soyabean,Grade A,3643.00,4001.00,3709.00,2023,6,June,Kharif,358.00,0.18,High,4476.642473,-767.64
11/4/2021,Rajasthan,Jaipur,Jaipur Mandi,Rice,Grade A,3380.00,4203.00,3876.00,2021,11,November,Rabi,823.00,0.6,High,3493.108757,382.89
1/3/2023,Bihar,Patna,Patna Bazaar,Onion,Local,2305.00,3117.00,2791.00,2023,1,January,Rabi,812.00,0.6,Normal,2967.977922,-176.98
2/7/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Grade A,5213.00,5646.00,5430.00,2021,2,February,Summer,433.00,0.5,High,4476.642473,953.36
5/29/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Local,2133.00,2508.00,2323.00,2018,5,May,Summer,375.00,0.51,Normal,3493.108757,-1170.11
9/19/2018,Maharashtra,Pune,APMC Pune,Potato,Standard,1470.00,1852.00,1481.00,2018,9,September,Kharif,382.00,0.03,Normal,1290.850866,190.15
2/26/2023,West Bengal,Kolkata,Kolkata Market,Potato,Local,409.00,599.00,496.00,2023,2,February,Summer,190.00,0.46,Normal,1290.850866,-794.85
6/5/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Unknown,508.00,653.00,628.00,2020,6,June,Kharif,145.00,0.83,Normal,1290.850866,-662.85
7/7/2018,Rajasthan,Jaipur,Jaipur Mandi,Soyabean,Premium,3728.00,4348.00,3980.00,2018,7,July,Kharif,620.00,0.41,High,4476.642473,-496.64
3/4/2020,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Faq,2721.00,3198.00,2960.00,2020,3,March,Summer,477.00,0.5,Normal,2364.839335,595.16
7/5/2023,Karnataka,Mysuru,Mysuru Yard,Soyabean,Faq,4960.00,5171.00,5066.00,2023,7,July,Kharif,211.00,0.5,High,4476.642473,589.36
7/8/2025,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Local,4402.00,5036.00,4719.00,2025,7,July,Kharif,634.00,0.5,High,3493.108757,1225.89
6/30/2021,West Bengal,Kolkata,Kolkata Market,Potato,Hybrid,1177.00,1562.00,1370.00,2021,6,June,Kharif,385.00,0.5,Normal,1290.850866,79.15
12/22/2021,Punjab,Ludhiana,Ludhiana Market,Soyabean,Grade A,5292.00,6206.00,6188.00,2021,12,December,Rabi,914.00,0.98,High,4476.642473,1711.36
9/6/2023,West Bengal,Kolkata,Kolkata Market,Cotton,Faq,4389.00,4990.00,4639.00,2023,9,September,Kharif,601.00,0.42,High,5789.811921,-1150.81
6/1/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Standard,2152.00,3090.00,2621.00,2022,6,June,Kharif,938.00,0.5,Normal,3493.108757,-872.11
2/6/2025,Karnataka,Mysuru,Mysuru Yard,Maize,Faq,1311.00,1750.00,1531.00,2025,2,February,Summer,439.00,0.5,Normal,1970.373775,-439.37
4/10/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Standard,1471.00,1878.00,1675.00,2020,4,April,Summer,407.00,0.5,Normal,1970.373775,-295.37
4/1/2022,West Bengal,Kolkata,Kolkata Market,Rice,Standard,2228.00,2354.00,2296.00,2022,4,April,Summer,126.00,0.54,Normal,3493.108757,-1197.11
9/5/2024,West Bengal,Kolkata,Kolkata Market,Onion,Grade A,3068.00,3423.00,3097.00,2024,9,September,Kharif,355.00,0.08,High,2967.977922,129.02
2/3/2020,Bihar,Patna,Patna Bazaar,Soyabean,Grade A,4556.00,5099.00,4978.00,2020,2,February,Summer,543.00,0.78,High,4476.642473,501.36
7/7/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Faq,1789.00,2015.00,1872.00,2024,7,July,Kharif,226.00,0.37,Normal,2364.839335,-492.84
2/6/2024,Maharashtra,Pune,APMC Pune,Potato,Hybrid,982.00,1090.00,986.00,2024,2,February,Summer,108.00,0.04,Normal,1290.850866,-304.85
8/1/2021,Bihar,Patna,Patna Bazaar,Onion,Local,4302.00,5364.00,4833.00,2021,8,August,Kharif,1062.00,0.5,High,2967.977922,1865.02
3/31/2024,Punjab,Ludhiana,Ludhiana Market,Onion,Hybrid,1353.00,2397.00,1432.00,2024,3,March,Summer,1044.00,0.08,Normal,2967.977922,-1535.98
9/1/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Local,3753.00,4337.00,4166.00,2020,9,September,Kharif,584.00,0.71,High,3493.108757,672.89
4/28/2019,Punjab,Ludhiana,Ludhiana Market,Cotton,Standard,5180.00,5675.00,5428.00,2019,4,April,Summer,495.00,0.5,High,5789.811921,-361.81
4/9/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Premium,2938.00,3265.00,3102.00,2023,4,April,Summer,327.00,0.5,High,2353.777929,748.22
6/7/2026,Maharashtra,Pune,APMC Pune,Tomato,Premium,1297.00,1408.00,1322.00,2026,6,June,Kharif,111.00,0.23,Normal,2353.777929,-1031.78
9/1/2021,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,1391.00,1580.00,1493.00,2021,9,September,Kharif,189.00,0.54,Normal,1970.373775,-477.37
10/8/2018,Karnataka,Mysuru,Mysuru Yard,Tomato,Faq,1831.00,2594.00,2262.00,2018,10,October,Rabi,763.00,0.56,Normal,2353.777929,-91.78
2/7/2025,Punjab,Ludhiana,Ludhiana Market,Tomato,Grade A,3430.00,4227.00,4075.00,2025,2,February,Summer,797.00,0.81,High,2353.777929,1721.22
9/5/2020,Karnataka,Mysuru,Mysuru Yard,Soyabean,Grade A,5038.00,5496.00,5050.00,2020,9,September,Kharif,458.00,0.03,High,4476.642473,573.36
1/3/2020,Punjab,Ludhiana,Ludhiana Market,Onion,Local,1509.00,2348.00,1929.00,2020,1,January,Rabi,839.00,0.5,Normal,2967.977922,-1038.98
4/1/2019,Punjab,Ludhiana,Ludhiana Market,Wheat,Local,2112.00,2574.00,2188.00,2019,4,April,Summer,462.00,0.16,Normal,2364.839335,-176.84
10/8/2018,Maharashtra,Pune,APMC Pune,Wheat,Hybrid,2692.00,2982.00,2837.00,2018,10,October,Rabi,290.00,0.5,Normal,2364.839335,472.16
10/10/2020,Karnataka,Mysuru,Mysuru Yard,Cotton,Grade A,5005.00,5251.00,5128.00,2020,10,October,Rabi,246.00,0.5,High,5789.811921,-661.81
3/11/2024,Karnataka,Mysuru,Mysuru Yard,Wheat,Premium,1724.00,1873.00,1825.00,2024,3,March,Summer,149.00,0.68,Normal,2364.839335,-539.84
2/6/2021,Rajasthan,Jaipur,Jaipur Mandi,Soyabean,Grade A,3983.00,4138.00,4100.00,2021,2,February,Summer,155.00,0.75,High,4476.642473,-376.64
2/9/2023,Rajasthan,Jaipur,Jaipur Mandi,Maize,Unknown,1772.00,2058.00,1915.00,2023,2,February,Summer,286.00,0.5,Normal,1970.373775,-55.37
1/6/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Faq,1212.00,1455.00,1349.00,2018,1,January,Rabi,243.00,0.56,Normal,1290.850866,58.15
8/24/2019,Bihar,Patna,Patna Bazaar,Cotton,Grade A,4546.00,5578.00,5062.00,2019,8,August,Kharif,1032.00,0.5,High,5789.811921,-727.81
12/9/2022,Rajasthan,Jaipur,Jaipur Mandi,Potato,Premium,518.00,643.00,593.00,2022,12,December,Rabi,125.00,0.6,Normal,1290.850866,-697.85
9/2/2025,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Local,2626.00,3148.00,2954.00,2025,9,September,Kharif,522.00,0.63,Normal,2364.839335,589.16
3/3/2020,Maharashtra,Pune,APMC Pune,Tomato,Grade A,2677.00,2838.00,2758.00,2020,3,March,Summer,161.00,0.5,Normal,2353.777929,404.22
1/6/2023,Bihar,Patna,Patna Bazaar,Soyabean,Grade A,5124.00,5231.00,5178.00,2023,1,January,Rabi,107.00,0.5,High,4476.642473,701.36
10/8/2019,Uttar Pradesh,Lucknow,Lucknow Mandi,Cotton,Premium,4386.00,5036.00,4943.00,2019,10,October,Rabi,650.00,0.86,High,5789.811921,-846.81
5/10/2020,Karnataka,Mysuru,Mysuru Yard,Wheat,Standard,2225.00,2698.00,2462.00,2020,5,May,Summer,473.00,0.5,Normal,2364.839335,97.16
10/1/2020,West Bengal,Kolkata,Kolkata Market,Potato,Hybrid,1255.00,1650.00,1530.00,2020,10,October,Rabi,395.00,0.7,Normal,1290.850866,239.15
3/5/2021,Rajasthan,Jaipur,Jaipur Mandi,Maize,Grade A,2131.00,2302.00,2217.00,2021,3,March,Summer,171.00,0.5,Normal,1970.373775,246.63
5/7/2018,Maharashtra,Pune,APMC Pune,Cotton,Hybrid,4867.00,5847.00,5451.00,2018,5,May,Summer,980.00,0.6,High,5789.811921,-338.81
12/9/2018,Maharashtra,Pune,APMC Pune,Rice,Premium,2573.00,3409.00,3142.00,2018,12,December,Rabi,836.00,0.68,High,3493.108757,-351.11
4/12/2020,Bihar,Patna,Patna Bazaar,Tomato,Faq,693.00,886.00,790.00,2020,4,April,Summer,193.00,0.5,Normal,2353.777929,-1563.78
6/12/2023,Maharashtra,Pune,APMC Pune,Rice,Faq,4157.00,5007.00,4642.00,2023,6,June,Kharif,850.00,0.57,High,3493.108757,1148.89
11/10/2023,West Bengal,Kolkata,Kolkata Market,Onion,Standard,2586.00,3134.00,2816.00,2023,11,November,Rabi,548.00,0.42,Normal,2967.977922,-151.98
4/7/2021,West Bengal,Kolkata,Kolkata Market,Cotton,Hybrid,4272.00,4569.00,4291.00,2021,4,April,Summer,297.00,0.06,High,5789.811921,-1498.81
4/3/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Premium,3094.00,3247.00,3171.00,2019,4,April,Summer,153.00,0.5,High,2353.777929,817.22
2/11/2020,Maharashtra,Pune,APMC Pune,Tomato,Grade A,3081.00,3603.00,3111.00,2020,2,February,Summer,522.00,0.06,High,2353.777929,757.22
5/12/2019,Uttar Pradesh,Lucknow,Lucknow Mandi,Rice,Grade A,3502.00,3772.00,3637.00,2019,5,May,Summer,270.00,0.5,High,3493.108757,143.89
11/14/2021,Karnataka,Mysuru,Mysuru Yard,Rice,Grade A,3159.00,3867.00,3820.00,2021,11,November,Rabi,708.00,0.93,High,3493.108757,326.89
3/5/2020,Punjab,Ludhiana,Ludhiana Market,Maize,Local,2164.00,2592.00,2378.00,2020,3,March,Summer,428.00,0.5,Normal,1970.373775,407.63
7/9/2020,Bihar,Patna,Patna Bazaar,Wheat,Unknown,1995.00,2133.00,2083.00,2020,7,July,Kharif,138.00,0.64,Normal,2364.839335,-281.84
1/5/2020,Maharashtra,Pune,APMC Pune,Soyabean,Grade A,5313.00,5415.00,5388.00,2020,1,January,Rabi,102.00,0.74,High,4476.642473,911.36
9/15/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Local,1716.00,1968.00,1732.00,2024,9,September,Kharif,252.00,0.06,Normal,1970.373775,-238.37
2/4/2018,West Bengal,Kolkata,Kolkata Market,Onion,Grade A,4423.00,5701.00,5381.00,2018,2,February,Summer,1278.00,0.75,High,2967.977922,2413.02
4/4/2020,Bihar,Patna,Patna Bazaar,Maize,Unknown,1921.00,2294.00,2014.00,2020,4,April,Summer,373.00,0.25,Normal,1970.373775,43.63
6/9/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Unknown,1957.00,2072.00,2015.00,2024,6,June,Kharif,115.00,0.5,Normal,1970.373775,44.63
7/12/2025,Rajasthan,Jaipur,Jaipur Mandi,Tomato,Grade A,1736.00,2203.00,1825.00,2025,7,July,Kharif,467.00,0.19,Normal,2353.777929,-528.78
10/12/2021,Punjab,Ludhiana,Ludhiana Market,Tomato,Standard,3407.00,3783.00,3635.00,2021,10,October,Rabi,376.00,0.61,High,2353.777929,1281.22
5/1/2022,Rajasthan,Jaipur,Jaipur Mandi,Onion,Premium,2976.00,3427.00,3204.00,2022,5,May,Summer,451.00,0.51,High,2967.977922,236.02
11/3/2020,Rajasthan,Jaipur,Jaipur Mandi,Potato,Faq,1444.00,1713.00,1478.00,2020,11,November,Rabi,269.00,0.13,Normal,1290.850866,187.15
10/7/2020,Bihar,Patna,Patna Bazaar,Potato,Hybrid,910.00,1247.00,1147.00,2020,10,October,Rabi,337.00,0.7,Normal,1290.850866,-143.85
2/4/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Hybrid,949.00,1338.00,999.00,2023,2,February,Summer,389.00,0.13,Normal,1290.850866,-291.85
12/28/2021,Karnataka,Mysuru,Mysuru Yard,Cotton,Premium,6138.00,7222.00,6638.00,2021,12,December,Rabi,1084.00,0.46,High,5789.811921,848.19
2/8/2020,Maharashtra,Pune,APMC Pune,Rice,Local,2116.00,2897.00,2507.00,2020,2,February,Summer,781.00,0.5,Normal,3493.108757,-986.11
2/10/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Grade A,2682.00,3412.00,3394.00,2021,2,February,Summer,730.00,0.98,High,2353.777929,1040.22
10/14/2021,Maharashtra,Pune,APMC Pune,Wheat,Grade A,2443.00,2787.00,2641.00,2021,10,October,Rabi,344.00,0.58,Normal,2364.839335,276.16
3/12/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Cotton,Local,5099.00,5748.00,5424.00,2023,3,March,Summer,649.00,0.5,High,5789.811921,-365.81
1/12/2023,Karnataka,Mysuru,Mysuru Yard,Tomato,Unknown,1023.00,1720.00,1164.00,2023,1,January,Rabi,697.00,0.2,Normal,2353.777929,-1189.78
2/3/2021,West Bengal,Kolkata,Kolkata Market,Tomato,Local,1296.00,1899.00,1598.00,2021,2,February,Summer,603.00,0.5,Normal,2353.777929,-755.78
6/10/2025,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Unknown,1417.00,1550.00,1489.00,2025,6,June,Kharif,133.00,0.54,Normal,1290.850866,198.15
9/7/2020,Bihar,Patna,Patna Bazaar,Maize,Premium,1872.00,2309.00,2108.00,2020,9,September,Kharif,437.00,0.54,Normal,1970.373775,137.63
1/9/2024,West Bengal,Kolkata,Kolkata Market,Wheat,Standard,1787.00,1959.00,1861.00,2024,1,January,Rabi,172.00,0.43,Normal,2364.839335,-503.84
6/5/2026,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Grade A,1317.00,1694.00,1506.00,2026,6,June,Kharif,377.00,0.5,Normal,1970.373775,-464.37
2/12/2019,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Unknown,1636.00,1797.00,1681.00,2019,2,February,Summer,161.00,0.28,Normal,2353.777929,-672.78
